,meter_id,month,reading
0,5039MLODWXA.T,1,24309.722000000023
1,5039MLODWXA.T,2,22443.482999999997
2,5039MLODWXA.T,3,24348.36700000003
3,5039MLODWXA.T,4,22594.154659999997
4,5039MLODWXA.T,5,24245.64419000001
5,5039MLODWXA.T,6,27906.628309999993
6,5039MLODWXA.T,7,33004.213829999964
7,5039MLODWXA.T,8,29614.672910000045
8,5039MLODWXA.T,9,27867.240309999976
9,5039MLODWXA.T,10,25506.650860000023
10,5039MLODWXA.T,11,23649.371460000013
11,5039MLODWXA.T,12,25302.043429999965
