,meter_id,month,reading
0,SC1MLODWXA.T,1,70896.35500000001
1,SC1MLODWXA.T,2,63932.49999999999
2,SC1MLODWXA.T,3,67944.63299999991
3,SC1MLODWXA.T,4,63940.44763999996
4,SC1MLODWXA.T,5,70750.51240000002
5,SC1MLODWXA.T,6,84825.19964000005
6,SC1MLODWXA.T,7,105559.36154999999
7,SC1MLODWXA.T,8,88506.1078000001
8,SC1MLODWXA.T,9,75761.29151000001
9,SC1MLODWXA.T,10,70373.35618999996
10,SC1MLODWXA.T,11,65673.72946999989
11,SC1MLODWXA.T,12,70115.97352000001
