meter_id,date,reading
SDGE_EMS.T,2024-01-01,1602714.730037
SDGE_EMS.T,2024-02-01,1478188.932593
SDGE_EMS.T,2024-03-01,1447043.1419623
SDGE_EMS.T,2024-04-01,1350484.038726
SDGE_EMS.T,2024-05-01,1389232.7755145
SDGE_EMS.T,2024-06-01,1488495.7801918
SDGE_EMS.T,2024-07-01,1821744.291709
SDGE_EMS.T,2024-08-01,1937150.363257
SDGE_EMS.T,2024-09-01,1809501.632232
SDGE_EMS.T,2024-10-01,1666601.445327
SDGE_EMS.T,2024-11-01,1500476.778974
SDGE_EMS.T,2024-12-01,1645783.501809
