,meter_id,month,reading
0,BR2XLODWXA.T,1,83442.77699999993
1,BR2XLODWXA.T,2,74860.66500000008
2,BR2XLODWXA.T,3,80260.7109999999
3,BR2XLODWXA.T,4,74213.33055000001
4,BR2XLODWXA.T,5,80395.65549999995
5,BR2XLODWXA.T,6,96986.34314000008
6,BR2XLODWXA.T,7,121671.13604
7,BR2XLODWXA.T,8,102493.16066000008
8,BR2XLODWXA.T,9,87059.47312000007
9,BR2XLODWXA.T,10,79572.57781000008
10,BR2XLODWXA.T,11,75933.01845999993
11,BR2XLODWXA.T,12,82511.2005100001
