,meter_id,month,reading
0,PK17XLODWXA.T,1,73028.832
1,PK17XLODWXA.T,2,65996.74299999999
2,PK17XLODWXA.T,3,69661.3599999999
3,PK17XLODWXA.T,4,62031.20592
4,PK17XLODWXA.T,5,66616.82659000001
5,PK17XLODWXA.T,6,83502.79192000003
6,PK17XLODWXA.T,7,109296.18022999998
7,PK17XLODWXA.T,8,89358.53912000003
8,PK17XLODWXA.T,9,75005.22583000007
9,PK17XLODWXA.T,10,67960.18334999996
10,PK17XLODWXA.T,11,66553.33526000004
11,PK17XLODWXA.T,12,73669.42370999993
