,meter_id,month,reading
0,FK33RLODWXA.T,1,72300.90999999996
1,FK33RLODWXA.T,2,65475.129
2,FK33RLODWXA.T,3,66772.58600000001
3,FK33RLODWXA.T,4,63270.42434000001
4,FK33RLODWXA.T,5,70190.27076999997
5,FK33RLODWXA.T,6,81741.60617999996
6,FK33RLODWXA.T,7,97768.36432000004
7,FK33RLODWXA.T,8,83990.78593999999
8,FK33RLODWXA.T,9,72244.7951999999
9,FK33RLODWXA.T,10,68981.05588000003
10,FK33RLODWXA.T,11,67043.80850000004
11,FK33RLODWXA.T,12,74623.71233000002
