,meter_id,month,reading
0,OW6WLODWXA.T,1,27074.28600000001
1,OW6WLODWXA.T,2,24671.590999999975
2,OW6WLODWXA.T,3,25156.50800000002
3,OW6WLODWXA.T,4,22097.359799999984
4,OW6WLODWXA.T,5,24180.810029999986
5,OW6WLODWXA.T,6,28055.051539999986
6,OW6WLODWXA.T,7,35500.65359999997
7,OW6WLODWXA.T,8,28377.482649999994
8,OW6WLODWXA.T,9,24792.90073999999
9,OW6WLODWXA.T,10,23676.06805999998
10,OW6WLODWXA.T,11,24328.947419999968
11,OW6WLODWXA.T,12,27647.38453000001
