,meter_id,month,reading
0,CO29QLODWXA.T,1,63176.74599999994
1,CO29QLODWXA.T,2,56314.90500000003
2,CO29QLODWXA.T,3,59237.63700000001
3,CO29QLODWXA.T,4,52531.6236400001
4,CO29QLODWXA.T,5,59774.21629000001
5,CO29QLODWXA.T,6,73227.19750999998
6,CO29QLODWXA.T,7,94677.24345999991
7,CO29QLODWXA.T,8,77777.53196000005
8,CO29QLODWXA.T,9,65032.02579999993
9,CO29QLODWXA.T,10,56323.10553999996
10,CO29QLODWXA.T,11,56107.110140000026
11,CO29QLODWXA.T,12,62127.90349000002
