,meter_id,month,reading
0,LE132MLODWXA.T,1,17938.680000000008
1,LE132MLODWXA.T,2,15550.802999999996
2,LE132MLODWXA.T,3,16014.319000000001
3,LE132MLODWXA.T,4,17514.998600000006
4,LE132MLODWXA.T,5,18461.35223
5,LE132MLODWXA.T,6,21157.360259999994
6,LE132MLODWXA.T,7,26271.51063000002
7,LE132MLODWXA.T,8,20427.825100000016
8,LE132MLODWXA.T,9,18249.41926999998
9,LE132MLODWXA.T,10,19192.965730000004
10,LE132MLODWXA.T,11,15911.494980000001
11,LE132MLODWXA.T,12,16158.404719999997
